,brand,category,color,features,price,sales_rank,title
B013HZ8QUU,Tribest,masticating,White,"['220 Volt Power - NOT FOR USA! - Package includes Green Star GSE-5000 - Folding Drain Rack + Nut Milk Bag + Juicing eBook,recipes + Cocodrill Coconut Tool + Citrus Peeler - 110V Model - Automatic pulp ejection for continuous juicing and easier clean-up', 'INCLUDED: Folding Sink Drain Rack / Washing Rack - perfect for prepping and washing produce before juicing - also great for laying out the juicer parts to dry after cleaning.', 'INCLUDED: Nut Milk Bag is perfect for straining pulp from your fresh juices and making homemade Nut Milks.', 'Easily juices most fruits, herbs & vegetables and grinds nuts, grains- Works as a food mill for preparation of baby foods, sorbets and nut butters', 'Easy to clean and assemble - Portable with balanced sure-grip handle for easy carrying; 12 Year Warranty']",$599.99,1155942,220 Volt Power- Not for USA - Tribest Green Star GSE-5000 + PACK3 Accessory Package - Elite Jumbo Twin Gear Auger Juice Extractor
B013I3HO40,Omega Juicers,masticating,Clear,"['UPGRADE Drum Unit for Omega juicers models 8003, 8004, 8005, 8006', 'This is the NEW #2 version of the Omega Drum. Omega part# PDRM83456', 'This new #2 Drum holds the new STRONGER, UPGRADED #2 Juicing Screen', 'If you are having issues with your juicing screen breaking, this upgraded drum will allow you to use the new, stronger #2 Screen', 'This #2 drum holds the new, upgraded, stronger #2 Omega Juicing Screen.']",$24.00,41185,"Omega 8006 UPGRADE #2 Drum Unit Juicer Nutrition Center Screen 8003, 8004, 8005 by Omega Juicers"
B013LLBK7Q,Techtongda Sugar Cane Ginger Press Juicer,masticating,silvery,"['Electric Sugar Cane Juicer /sweet sorghum stalk Juicer', '110V Three Roll / forward / reverse', 'Diameter of Rollers: 76mm', 'Maximum insertion size: 62mm in diameter', 'Maximum Capacity: 300Kg/H']",$849.00,1084356,Electric Sugar Cane Ginger Press Juicer 110v
B013QMED9M,FoodKing,centrifugal,Orange,"['Power supply:110-120V 60Hz 120W / Warranty: 2 Years.', 'Squeeze 22 to 30 oranges per minutes.', 'Suitable for small drink shops, fruit shop, restaurants, hotels, bars, the Office of cards, tea and coffee houses, a very wide range of applications.Also applies to the success of the family.']",$659.99,245197,FoodKing Orange Juicer Orange Squeezer Machine Cuisinart Juice Extractor Citrus Lemon Lime Fruit Auto Feed Automatic Commercial Grade Stainless Steel (Silver)
B013S24I90,Tribest,masticating,,"['Tribest Solostar 3C SS-91113C-B Single Auger Juicer with Manual Conversion Kit, Black', 'COLOR: Black']",$396.65,None,"Tribest Solostar 3C SS-91113C-B Single Auger Juicer with Manual Conversion Kit, Black by Tribest"
B013S2EHTQ,Omega,masticating,Black,['Omega Juicers Replacement Part/ Blank Cone Black (8003/8004/8005/8006)'],$18.90,64818,Omega Juicer 8003-8006 Blank for Making Nut Butter (this is not the screen) by Omega
B013YMNBOM,JugoPress,citrus,Stainless Steel,"['Heavy duty aluminum', 'Get every last drop of juice', 'Use for oranges, lemons, limes, grapefruit, and more', 'Juices fast with one press']",$63.33,425797,JugoPress Commercial Orange Juicer
B0147G7GQI,Brentwood,masticating,Black,"['Designed with different speeds to ensure you get the most juice out of you various fruits and vegetables', 'A wide feeder ensures you will be able to Juice various sized fruits', 'A 350ml Capacity Graduated Jar will allow you to serve a healthy portion of any juice', 'Makes for a great gift on any occasion!', 'Dimensions :10.75 x 8.75 x 12.5']",$52.00,270557,Juice Extractor - Brentwood Wide Feeder Multi Speed Juicer - Black
B0148JS096,Premium,citrus,Silver,"['Capacity: 34 Oz (1 L)', 'Stainless steel design', 'Pulp & seed separator', 'Auto - reversible motor', 'Transparent dust cover']",$29.09,858844,"Premium PCJ639 Citrus Juicer, 1 L, Silver"
B0148JS0OG,Premium,citrus,Silver,"['Capacity: 750 ml', 'Modern Design', 'Reverse action motor', 'Pulp & seeds separator', 'Automatic ON - OFF by pressing']",$12.26,1179893,"Premium PCJ627B Citrus Juicer, 750ml, Silver"
B014AI9FT4,SuperFood,citrus,,"['Pressure sensitive operation - motor starts and stops with a gentle press', 'Ideal for use at breakfast, lunch, dinner and snack time / Serving pitcher with 1-liter capacity', 'Clear pitcher and lid for easy viewing of contents / Power cord storage', 'Aroma juicer provides simple push down activation / Model# ACJ-181', 'Small- and large-sized juicing reamers / Color: White / Removable parts are easy to clean']",$46.92,738458,Aroma Citrus Juicer
B014D9LBGU,Oster,centrifugal,Gray,"['Oster Big Mouth Juice Extractor', 'Recipes and tips included']",$69.99,183851,"Oster FPSTJE3168-000 Big Mouth Juice Extractor, Gray"
B014IHJUBU,NUC Galaxy Slow Juicer Extractor,masticating,White,"[""This product's AC power input voltage is AC220V, the plug shape is a C type plug,so If your local AC power supply AC100 ~ 120V, you will need a transformer for 220VAC to 110VAC conversion"", 'Low speed extract system minimize nutrient losses', 'Easy cleansing for special device', 'Variety functions - Extracting Vegetable juice, Soy juice, Fruit juice, homemade tofu and more are the functions of the appliance, which makes it convenient and faster to cook', 'Built in 240w motor with strong power']",$448.97,None,NUC Galaxy 1145JM Multi Purpose Slient Slow Juicer Extractor 220V
B014Q8RP90,Brentwood,centrifugal,Black,"['Brentwood 351 ml juice extractor 400w- balk', '351 ml juice extractor 400w- balk', 'Made by Brentwood appliances', 'Excellent quality', 'Providing quality products at reasonable costs']",$27.52,22528,"Brentwood JC-452B Appliances 2-Speed Juice Extractor, Black"
B014V8D0HQ,Chefs Star?,masticating,Stainless Steel,"['Low speed juicing gently extracts maximum juice and nutrients from fresh fruits, vegetables, greens, herbs, beans, and wheatgrass', 'Quiet operation and attractive stainless-steel housing', 'Masticating juice extractor, 150 Watt motor, high juice yield, dry pulp', 'Automatic pulp-ejection for continuous juicing', 'Easy to use, assemble, and clean']",$69.99,243780,Chef's Star Slow Masticating Juicer - Stainless Steel / Black
B014VYF71M,NutriChef,masticating,Stainless Steel,"['Masticating kitchen slow juicer', 'Max juice high-yield extraction', 'Extracts more vitamins & minerals than standard juicers', 'Slow juicing & low-heat preserves natural food enzymes', 'Low speeds reduce unwanted froth & foam buildup']",Too low to display,61655,"NutriChef PKSJ40 Countertop Masticating Slow Juicer Juice and Drink Maker, Stainless Steel"
B0153W59YG,Hamilton Beach,centrifugal,Black,"['Juice extractor machine', 'Fits whole foods for fast, easy juicing', 'Extra-large pulp bin lets you juice longer and add nutrient-rich pulp to any recipe', ""All Hamilton Beach Juicer's parts are removable and dishwasher safe"", 'Stainless steel strainer basket with cleaning brush for easy pulp removal']",$72.02,1865888,"Big Mouth Juice Extractor Powerful 800 Watt Motor, Fits Whole Foods for Fast, Easy Juicing"
B0158J18BM,NOVIS,centrifugal,Black,"['MULTIFUNCTION 4-In-1 Juicer. Juicing, Pureeing, Citrus Press and Vitatec offers max. extraction from fruits and vegetables. Yields 20% MORE JUICE CITROMAX Engages the citrus press to yield maximum extraction of juice with pulp from oranges, limes, lemons, grapefruit with no effort. (Patented) VITATEC Produces nutrient rich, pulp-free juice with a smooth consistency.']",$499.95,1952121,Novis Vita Black Multi-Functional Juicer
B015AJDP8Y,Hurom,citrus,Black,"['Slowly squeezes raw ingredients', 'Easy to mix a variety of ingredients in the juice chamber', 'creates little noise and vibration so you can use your juicer at any time', 'Use the advanced self-cleaning feature between juices']",$235.00,541172,Hurom HJ-SV Fresh Press Juicer Silver
B015FB6ZCA,Hurom,masticating,Ivory,"['Design: A pleasure for the senses, its compact size slips beautifully into the space and decor of any countertop. Juicing with a Slow Juicer is a tactile pleasure, ensuring that your go-to healthy habit is a daily one', 'Value: The unique low-speed mechanism cold-presses every drop of juice from foods resulting in a yield of up to 35% more than other traditional juicers, paying for itself again and again over time', 'Safety: Duplicate safety sensors allow the unit to operate only if the chamber is completely and accurately assembled on the base. Built-in cooling system with integrated heat vents and slow motor prevents overheating', 'Quality: Extremely durable. BPA free. Impact resistant ABS plastic body. Heavy-duty Ultem strainer and auger are 8x stronger than traditional plastics. Handles years of daily use', 'Efficiency: Near-silent AC motor works efficiently using only 150 watts of power without heat buildup']",$439.00,445019,"HUROM HK Slow Juicer, Ivory"
B015JG5HA2,VonShef,masticating,Silver/Black,"['Low Speed Extraction Method  The Juicer extracts instead of grinding, retaining all the nutrients and enzymes for a healthier natural juice', 'Quiet Operation  Extracts juice quickly & quietly with a higher yield', 'Multi-Purpose  The VonShef Slow Juice Extractor lets you extract a variety of ingredients including fruits, vegetables, nuts, beans, and leafy veg (like spinach, kale & parsley)', 'Powerful 150W Motor  The powerful and efficient low speed motor processes high fiber fruits and vegetables effortlessly without overheating', 'Easy Clean - Just pour water through to clean between juices. (L)8.5 Inches x (W)8 Inches x (H)17 Inches']",$35.00,63486,VonShef 150W Slow Masticating Single Auger Juicer Extractor - Yields more Juice & is Easy Clean
B015JRIDKM,Stainless Steel Juicer,masticating,Gray,"['Die-cast and stainless steel housing', 'Exclusive easy unlock and lift system', 'Exclusive foam management filter disk', 'Hardware Material: Stainless steel', 'BPA free']",$500.00,None,Stainless Steel Juicer
B015R0KUZM,Sunkist,citrus,Red,"['Juices berries and pomegranate seeds', 'Juice directly into cup', '2 cup container included', 'Juicing walls allow you to put smaller fruit into juicer', 'Pour juice right into your glass with the convenient pour spout']",$29.99,375868,"Sunkist SAP2768R Citrus/Pomegranate/Cranberry Multipurpose Juicer, Red"
B015R0KV1U,Sunkist,citrus,Orange,"['Juices berries and pomegranate seeds', 'Juice directly into cup', '2 cup container included', 'Juicing walls allow you to put smaller fruit into juicer', 'Pour juice right into your glass with the convenient pour spout']",$9.95,431571,"Sunkist SAP2768O Citrus/Pomegranate/Cranberry Multipurpose Juicer, Orange"
B015R0KX1S,Sunkist,citrus,Orange,"['Multifunctional juicer juices citrus fruits, pomegranates, and cranberries', 'Includes convenient drink spout and storage lid', 'Measurement markings on cup up to 14 ounces', 'Berry and pomegranate seed reamer', 'Add some color to your kitchen; Orange']",$17.15,797226,"Sunkist SAP2314O 3-in-1 Juicer and Mixing Set, Orange"
B015W5XKK4,"Tony KitcheN ,Dining & Bar AccessorieS 888",citrus,,"['Material: Mainly Stainless steel', 'Noodle machine height: Approx. 18cm', 'Drum height: Approx. 14cm; Diameter: Approx. 6cm', 'Inner hole: Approx. 5cm', 'Package List: 1 x Noodle Press Machine , 5 x Noodle Mould']",$56.49,1846959,Kitchen Pasta Noodle Press Machine Vegetable Fruit Juicer Stainless Steel
B01649DG9M,SUNBEAM RIVAL,citrus,Yellow,"['UPC: 034264469372', 'Weight: 2.500 lbs']",$34.99,545028,Juicer Citrus 24oz Pitcher 75w
B0169ZDCD6,Juiceman,citrus,Gray,"['PRODUCT NOTE: The JM850 Power Plus juicer is designed with your safety in mind! The juicer will not operate if it is not properly assembled and interlocks engaged. Make sure to assemble each piece securely and lock the lid lever fully in place before beginning to juice', 'Powerful 800W Motor - Berries, veggies, leafy greens, and citrus-you can juice them all! The workhorse motor quickly turns produce into delicious, nutrient-rich juice', 'Wide-Mouth Feed Chute - The large opening fits whole fruits and veggies for fast results with less prep time', '3.5-cup Integrated Pulp Container - Pulp is separated and saved during juicing so you can use it in a variety of ways. Plus, the container is removable for easy disposal and cleaning', '4-cup Juice Pitcher - Juice is funneled into the easy-pour pitcher, which includes measurement markings perfect for using juice in recipes', 'Stainless Steel Mesh Filter - The stainless steel filter basket is built for long-term performance. It quickly extracts and funnels juice while separating the pulp']",$77.55,30193,Juiceman JM850 Power Plus 2 Speed Compact Juicer & Citrus Juicer with 28oz. Removable Pulp Container & 32oz. Juice Pitcher
B0169ZDF4M,Juiceman,citrus,White,"['Two Juicing Cones - For citrus big and small! The large cone works with oranges, grapefruits, and other large fruits. The small cone is perfect for lemons and limes', 'Auto-Reversing - The juicing cone reverses direction each time you press down on it. This ensures maximum juice extraction from every piece of citrus', ""Pressure-Activated - Juicing begins when you press citrus onto the cone. It's that easy!"", '40W of Power - The durable motor provides the perfect amount of power for quickly juicing citrus', 'Pulp Strainer - Pulp is separated during juicing so you can add in as much as you want or use it in breads and other baked goods']",$27.00,5850,Juiceman JCJ450 Citrus Juicer with Two Juicing Cones & Auto-Reversing Function
B0169ZDFCE,Juiceman,citrus,White,"['Powerful 400W Motor - Berries, veggies, leafy greens-you can juice them all! The durable motor quickly turns produce into delicious, nutrient-rich juice', 'Wide-Mouth Feed Chute - The large opening fits a variety of fruits and veggies for fast results. Plus, the dual food pusher lets you narrow the chute for smaller produce, maximizing juice extraction', '48oz. Integrated Pulp Container - Pulp is separated and saved during juicing so you can use it in a variety of ways. Plus, the container is removable for easy disposal and cleaning', 'Juice Cup - Included with the juicer is a 16oz. plastic cup, perfect for your daily dose of nutritious, fresh juice', 'Stainless Steel - The stainless steel filter basket and cutters are built for long-term performance. They quickly extract juice and funnel it through the spout while separating the pulp']",$44.31,38134,Juiceman JM250 Compact 2 Speed Juicer with 48oz Removable Pulp Container & Bonus 16oz. Juicing Cup
B016J1ICDU,Breville,centrifugal,Silver,"['Control Style: Features a 3 position switch FAST, OFF, and SLOW', 'Speed: Low speed-6500rpm High speed_ 13000rpm; Product dimension:', 'Quieter operation. Extra Wide-Whole Fruit Feed Chute', ""The word 'cold' refers to insignificant heat transfer as a comparison to other types of juicers which utilize the same terminology.\xa0 It is not intended to suggest that the extracted juice is chilled by a chilling mechanism within the juicer.Seal & Store 70 Fluid Ounce Juice Jug."", 'Pulp Container Capacity: Extra Large capacity 3.6 qt. (3.4 L) pulp container. Juice Jug Capacity: Seal & Store 70 fl. oz. (2L) Juice Jug with froth separator.  Feed Chute Size : Extra large 3"" wide (7.6 cm) feed chute maximizes efficiency and cuts down prep time.']",$167.46,1685,Breville BJE430SIL The Juice Fountain Cold
B016NFMH2O,Skyfood,citrus,,"['Free Lift Gate Delivery on large units Included to get unit off the truck only.', 'Fleetwood by Skymsen Citrus Juicer', 'Includes lemon, orange and grapefruit juice implement', 'Aluminum juice housing', 'Anti-skid legs']",$459.91,570378,"Citrus Juicer w/ Aluminum Juice Housing, Stainless Body, 110 V"
B016NFN2GY,Skyfood,citrus,,"['Free Lift Gate Delivery on large units Included to get unit off the truck only.', 'Fleetwood by Skymsen Citrus Juicer', 'Electric, 34 oz. juice cup capacity', 'Includes lemon and orange implements', 'Stainless steel body and juicing head']",$485.94,None,"34-oz Citrus Juicer w/ Stainless Body & Juicing Head, 110 V"
